"Star Name","RA (J2000.0)","Dec (J2000.0)","Constellation","Var. Type","Min Mag","Max Mag","Period (d)","Obs. Cadence (d)","Obs. Section","Filter/Mode","Last observed","High Priority","Notes"
"N Per 2020","04h 29m 18s","+43d 54m 23s","Per","NA","20.1 V","8.2 V","None","3.0","Alert/Campaign","R","Red: Last Observation July 1, 2021 5:10 AM UTC (4 years ago)","High Priority","[[Alert Notice 726 https://www.aavso.org/aavso-alert-notice-726]]"
"N Per 2020","04h 29m 18s","+43d 54m 23s","Per","NA","20.1 V","8.2 V","None","3.0","Alert/Campaign","I","Red: Last Observation May 2, 2021 1:48 AM UTC (4 years ago)","High Priority","[[Alert Notice 726 https://www.aavso.org/aavso-alert-notice-726]]"
"N Per 2020","04h 29m 18s","+43d 54m 23s","Per","NA","20.1 V","8.2 V","None","3.0","Alert/Campaign","Visual","Red: Last Observation March 26, 2022 8:16 PM UTC (4 years ago)","High Priority","[[Alert Notice 726 https://www.aavso.org/aavso-alert-notice-726]]"
"N Per 2020","04h 29m 18s","+43d 54m 23s","Per","NA","20.1 V","8.2 V","None","3.0","Alert/Campaign","Spectroscopy","Red: Last Observation November 25, 2024 8:48 PM UTC (1 year ago)","High Priority","[[Alert Notice 726 https://www.aavso.org/aavso-alert-notice-726]]"
"XTE J1859+226","18h 58m 41s","+22d 39m 30s","Vul","LMXB/BHXB/XN","24.0 V","15.33 V","0.275","3.0","Alert/Campaign","B","Red: No Observation Data","","V406 Vul
[[Alert Notice 729 https://www.aavso.org/aavso-alert-notice-729]]"
"XTE J1859+226","18h 58m 41s","+22d 39m 30s","Vul","LMXB/BHXB/XN","24.0 V","15.33 V","0.275","3.0","Alert/Campaign","V","Red: Last Observation October 17, 2022 9:04 PM UTC (3 years ago)","","V406 Vul
[[Alert Notice 729 https://www.aavso.org/aavso-alert-notice-729]]"
"XTE J1859+226","18h 58m 41s","+22d 39m 30s","Vul","LMXB/BHXB/XN","24.0 V","15.33 V","0.275","3.0","Alert/Campaign","R","Red: Last Observation March 18, 2021 10:38 AM UTC (5 years ago)","","V406 Vul
[[Alert Notice 729 https://www.aavso.org/aavso-alert-notice-729]]"
"XTE J1859+226","18h 58m 41s","+22d 39m 30s","Vul","LMXB/BHXB/XN","24.0 V","15.33 V","0.275","3.0","Alert/Campaign","I","Red: Last Observation March 18, 2021 10:50 AM UTC (5 years ago)","","V406 Vul
[[Alert Notice 729 https://www.aavso.org/aavso-alert-notice-729]]"
"V406 Vul","18h 58m 41s","+22d 39m 30s","Vul","LMXB/BHXB/XN","24.0 V","15.33 V","0.275","3.0","Alert/Campaign","B","Red: No Observation Data","","XTE J1859+226
[[Alert Notice 729 https://www.aavso.org/aavso-alert-notice-729]]"
"V406 Vul","18h 58m 41s","+22d 39m 30s","Vul","LMXB/BHXB/XN","24.0 V","15.33 V","0.275","3.0","Alert/Campaign","V","Red: Last Observation October 17, 2022 9:04 PM UTC (3 years ago)","","XTE J1859+226
[[Alert Notice 729 https://www.aavso.org/aavso-alert-notice-729]]"
"V406 Vul","18h 58m 41s","+22d 39m 30s","Vul","LMXB/BHXB/XN","24.0 V","15.33 V","0.275","3.0","Alert/Campaign","R","Red: Last Observation March 18, 2021 10:38 AM UTC (5 years ago)","","XTE J1859+226
[[Alert Notice 729 https://www.aavso.org/aavso-alert-notice-729]]"
"V406 Vul","18h 58m 41s","+22d 39m 30s","Vul","LMXB/BHXB/XN","24.0 V","15.33 V","0.275","3.0","Alert/Campaign","I","Red: Last Observation March 18, 2021 10:50 AM UTC (5 years ago)","","XTE J1859+226
[[Alert Notice 729 https://www.aavso.org/aavso-alert-notice-729]]"
"V406 Vul","18h 58m 41s","+22d 39m 30s","Vul","LMXB/BHXB/XN","24.0 V","15.33 V","0.275","3.0","Alert/Campaign","Spectroscopy","Red: Last Observation October 3, 2024 9:20 PM UTC (1 year ago)","","XTE J1859+226
[[Alert Notice 729 https://www.aavso.org/aavso-alert-notice-729]]"
"XTE J1859+226","18h 58m 41s","+22d 39m 30s","Vul","LMXB/BHXB/XN","24.0 V","15.33 V","0.275","3.0","Alert/Campaign","Spectroscopy","Red: Last Observation October 3, 2024 9:20 PM UTC (1 year ago)","","V406 Vul
[[Alert Notice 729 https://www.aavso.org/aavso-alert-notice-729]]"
"TW Hya","11h 01m 51s","-34d 42m 16s","Hya","CTTS/ROT","11.4 V","10.5 V","3.56","3.0","Alert/Campaign","B","Red: Last Observation April 18, 2026 1:24 PM UTC (1 week ago)","High Priority","[[Alert Notice 774 https://www.aavso.org/aavso-alert-notice-774]]
[[Alert Notice 770 https://www.aavso.org/aavso-alert-notice-770]]
not active
[[Alert Notice 737 https://www.aavso.org/aavso-alert-notice-737]]
[[Alert Notice 733 https://www.aavso.org/aavso-alert-notice-733]]
[[Alert Notice 731 https://www.aavso.org/aavso-alert-notice-731]]"
"TW Hya","11h 01m 51s","-34d 42m 16s","Hya","CTTS/ROT","11.4 V","10.5 V","3.56","3.0","Alert/Campaign","V","Red: Last Observation April 18, 2026 1:29 PM UTC (1 week ago)","High Priority","[[Alert Notice 774 https://www.aavso.org/aavso-alert-notice-774]]
[[Alert Notice 770 https://www.aavso.org/aavso-alert-notice-770]]
not active
[[Alert Notice 737 https://www.aavso.org/aavso-alert-notice-737]]
[[Alert Notice 733 https://www.aavso.org/aavso-alert-notice-733]]
[[Alert Notice 731 https://www.aavso.org/aavso-alert-notice-731]]"
"TW Hya","11h 01m 51s","-34d 42m 16s","Hya","CTTS/ROT","11.4 V","10.5 V","3.56","3.0","Alert/Campaign","R","Red: Last Observation August 9, 2022 11:02 PM UTC (3 years ago)","High Priority","Rc preferred, Sloan r if Rc not available
[[Alert Notice 774 https://www.aavso.org/aavso-alert-notice-774]]
[[Alert Notice 770 https://www.aavso.org/aavso-alert-notice-770]]
not active
[[Alert Notice 737 https://www.aavso.org/aavso-alert-notice-737]]
[[Alert Notice 733 https://www.aavso.org/aavso-alert-notice-733]]
[[Alert Notice 731 https://www.aavso.org/aavso-alert-notice-731]]"
"TW Hya","11h 01m 51s","-34d 42m 16s","Hya","CTTS/ROT","11.4 V","10.5 V","3.56","3.0","Alert/Campaign","I","Red: Last Observation March 24, 2026 3:07 PM UTC (1 month ago)","High Priority","Ic preferred, Sloan i if Ic not available
[[Alert Notice 774 https://www.aavso.org/aavso-alert-notice-774]]
[[Alert Notice 770 https://www.aavso.org/aavso-alert-notice-770]]
not active
[[Alert Notice 737 https://www.aavso.org/aavso-alert-notice-737]]
[[Alert Notice 733 https://www.aavso.org/aavso-alert-notice-733]]
[[Alert Notice 731 https://www.aavso.org/aavso-alert-notice-731]]"
"ASASSN-21co","18h 17m 51s","-58d 07m 49s","Pav","EA/GS","12.36 V","11.7 V","4343.0","3.0","Alert/Campaign","B","Red: Last Observation November 24, 2024 11:54 PM UTC (1 year ago)","","[[Alert Notice 732 https://www.aavso.org/aavso-alert-notice-732]]"
"ASASSN-21co","18h 17m 51s","-58d 07m 49s","Pav","EA/GS","12.36 V","11.7 V","4343.0","3.0","Alert/Campaign","V","Red: Last Observation November 24, 2024 11:53 PM UTC (1 year ago)","","[[Alert Notice 732 https://www.aavso.org/aavso-alert-notice-732]]"
"ASASSN-21co","18h 17m 51s","-58d 07m 49s","Pav","EA/GS","12.36 V","11.7 V","4343.0","3.0","Alert/Campaign","R","Red: Last Observation November 24, 2024 11:56 PM UTC (1 year ago)","","[[Alert Notice 732 https://www.aavso.org/aavso-alert-notice-732]]"
"ASASSN-21co","18h 17m 51s","-58d 07m 49s","Pav","EA/GS","12.36 V","11.7 V","4343.0","3.0","Alert/Campaign","I","Red: Last Observation November 24, 2024 11:52 PM UTC (1 year ago)","","[[Alert Notice 732 https://www.aavso.org/aavso-alert-notice-732]]"
"ASASSN-21co","18h 17m 51s","-58d 07m 49s","Pav","EA/GS","12.36 V","11.7 V","4343.0","3.0","Alert/Campaign","Visual","Red: Last Observation March 7, 2021 3:22 AM UTC (5 years ago)","","[[Alert Notice 732 https://www.aavso.org/aavso-alert-notice-732]]"
"ASASSN-21co","18h 17m 51s","-58d 07m 49s","Pav","EA/GS","12.36 V","11.7 V","4343.0","3.0","Alert/Campaign","Spectroscopy","Red: Last Observation November 24, 2024 11:56 PM UTC (1 year ago)","","[[Alert Notice 732 https://www.aavso.org/aavso-alert-notice-732]]"
"HM Sge","19h 41m 57s","+16d 44m 39s","Sge","NC+M","18.1 B","11.1 B","535.0","3.0","Alert/Campaign","B","Red: Last Observation April 20, 2026 3:53 AM UTC (1 week ago)","High Priority","[[Alert Notice 734 https://www.aavso.org/aavso-alert-notice-734]]"
"HM Sge","19h 41m 57s","+16d 44m 39s","Sge","NC+M","18.1 B","11.1 B","535.0","3.0","Alert/Campaign","U","Red: Last Observation September 29, 2021 12:08 AM UTC (4 years ago)","High Priority","[[Alert Notice 734 https://www.aavso.org/aavso-alert-notice-734]]"
"HM Sge","19h 41m 57s","+16d 44m 39s","Sge","NC+M","18.1 B","11.1 B","535.0","3.0","Alert/Campaign","V","Red: Last Observation April 20, 2026 3:52 AM UTC (1 week ago)","High Priority","[[Alert Notice 734 https://www.aavso.org/aavso-alert-notice-734]]"
"HM Sge","19h 41m 57s","+16d 44m 39s","Sge","NC+M","18.1 B","11.1 B","535.0","3.0","Alert/Campaign","Visual","Red: Last Observation December 16, 2025 6:58 PM UTC (4 months ago)","High Priority","[[Alert Notice 734 https://www.aavso.org/aavso-alert-notice-734]]"
"N Cas 2021","23h 24m 47s","+61d 11m 14s","Cas","NB:","15.6 V","5.2 V","0.1883907","3.0","Alert/Campaign","B","Red: Last Observation October 30, 2025 4:59 PM UTC (5 months ago)","High Priority","V1405 Cas
[[Alert Notice 742 https://www.aavso.org/aavso-alert-notice-742]]
[[Alert Notice 735 https://www.aavso.org/aavso-alert-notice-735]]"
"N Cas 2021","23h 24m 47s","+61d 11m 14s","Cas","NB:","15.6 V","5.2 V","0.1883907","3.0","Alert/Campaign","V","Red: Last Observation April 22, 2026 1:19 AM UTC (5 days ago)","High Priority","V1405 Cas
[[Alert Notice 742 https://www.aavso.org/aavso-alert-notice-742]]
[[Alert Notice 735 https://www.aavso.org/aavso-alert-notice-735]]"
"N Cas 2021","23h 24m 47s","+61d 11m 14s","Cas","NB:","15.6 V","5.2 V","0.1883907","3.0","Alert/Campaign","R","Red: Last Observation October 15, 2024 5:00 AM UTC (1 year ago)","High Priority","V1405 Cas
[[Alert Notice 742 https://www.aavso.org/aavso-alert-notice-742]]
[[Alert Notice 735 https://www.aavso.org/aavso-alert-notice-735]]"
"N Cas 2021","23h 24m 47s","+61d 11m 14s","Cas","NB:","15.6 V","5.2 V","0.1883907","3.0","Alert/Campaign","I","Red: Last Observation January 8, 2026 3:50 AM UTC (3 months ago)","High Priority","V1405 Cas
[[Alert Notice 742 https://www.aavso.org/aavso-alert-notice-742]]
[[Alert Notice 735 https://www.aavso.org/aavso-alert-notice-735]]"
"N Cas 2021","23h 24m 47s","+61d 11m 14s","Cas","NB:","15.6 V","5.2 V","0.1883907","3.0","Alert/Campaign","Visual","Red: Last Observation April 22, 2026 12:09 AM UTC (5 days ago)","High Priority","V1405 Cas
[[Alert Notice 742 https://www.aavso.org/aavso-alert-notice-742]]
[[Alert Notice 735 https://www.aavso.org/aavso-alert-notice-735]]"
"N Cas 2021","23h 24m 47s","+61d 11m 14s","Cas","NB:","15.6 V","5.2 V","0.1883907","3.0","Alert/Campaign","Spectroscopy","Red: Last Observation April 22, 2026 1:19 AM UTC (5 days ago)","High Priority","V1405 Cas
[[Alert Notice 742 https://www.aavso.org/aavso-alert-notice-742]]
[[Alert Notice 735 https://www.aavso.org/aavso-alert-notice-735]]"
"N Sgr 2021","18h 49m 05s","-19d 02m 04s","Sgr","NA","20.0 V","9.3 V","None","3.0","Alert/Campaign","B","Red: Last Observation May 8, 2021 9:16 AM UTC (4 years ago)","High Priority","V6594 Sgr
[[Alert Notice 736 https://www.aavso.org/aavso-alert-notice-736]]"
"N Sgr 2021","18h 49m 05s","-19d 02m 04s","Sgr","NA","20.0 V","9.3 V","None","3.0","Alert/Campaign","V","Red: Last Observation May 14, 2022 11:45 PM UTC (3 years ago)","High Priority","V6594 Sgr
[[Alert Notice 736 https://www.aavso.org/aavso-alert-notice-736]]"
"N Sgr 2021","18h 49m 05s","-19d 02m 04s","Sgr","NA","20.0 V","9.3 V","None","3.0","Alert/Campaign","R","Red: Last Observation April 6, 2022 3:07 AM UTC (4 years ago)","High Priority","V6594 Sgr
[[Alert Notice 736 https://www.aavso.org/aavso-alert-notice-736]]"
"N Sgr 2021","18h 49m 05s","-19d 02m 04s","Sgr","NA","20.0 V","9.3 V","None","3.0","Alert/Campaign","I","Red: Last Observation April 11, 2022 2:52 AM UTC (4 years ago)","High Priority","V6594 Sgr
[[Alert Notice 736 https://www.aavso.org/aavso-alert-notice-736]]"
"N Sgr 2021","18h 49m 05s","-19d 02m 04s","Sgr","NA","20.0 V","9.3 V","None","3.0","Alert/Campaign","Visual","Red: Last Observation October 21, 2025 12:44 PM UTC (6 months ago)","High Priority","V6594 Sgr
[[Alert Notice 736 https://www.aavso.org/aavso-alert-notice-736]]"
"N Sgr 2021","18h 49m 05s","-19d 02m 04s","Sgr","NA","20.0 V","9.3 V","None","3.0","Alert/Campaign","Spectroscopy","Red: Last Observation October 21, 2025 12:44 PM UTC (6 months ago)","High Priority","V6594 Sgr
[[Alert Notice 736 https://www.aavso.org/aavso-alert-notice-736]]"
"V6594 Sgr","18h 49m 05s","-19d 02m 04s","Sgr","NA","20.0 V","9.3 V","None","3.0","Alert/Campaign","B","Red: Last Observation May 8, 2021 9:16 AM UTC (4 years ago)","High Priority","N Sgr 2021
[[Alert Notice 736 https://www.aavso.org/aavso-alert-notice-736]]"
"V6594 Sgr","18h 49m 05s","-19d 02m 04s","Sgr","NA","20.0 V","9.3 V","None","3.0","Alert/Campaign","V","Red: Last Observation May 14, 2022 11:45 PM UTC (3 years ago)","High Priority","N Sgr 2021
[[Alert Notice 736 https://www.aavso.org/aavso-alert-notice-736]]"
"V6594 Sgr","18h 49m 05s","-19d 02m 04s","Sgr","NA","20.0 V","9.3 V","None","3.0","Alert/Campaign","R","Red: Last Observation April 6, 2022 3:07 AM UTC (4 years ago)","High Priority","N Sgr 2021
[[Alert Notice 736 https://www.aavso.org/aavso-alert-notice-736]]"
"V6594 Sgr","18h 49m 05s","-19d 02m 04s","Sgr","NA","20.0 V","9.3 V","None","3.0","Alert/Campaign","I","Red: Last Observation April 11, 2022 2:52 AM UTC (4 years ago)","High Priority","N Sgr 2021
[[Alert Notice 736 https://www.aavso.org/aavso-alert-notice-736]]"
"V6594 Sgr","18h 49m 05s","-19d 02m 04s","Sgr","NA","20.0 V","9.3 V","None","3.0","Alert/Campaign","Visual","Red: Last Observation October 21, 2025 12:44 PM UTC (6 months ago)","High Priority","N Sgr 2021
[[Alert Notice 736 https://www.aavso.org/aavso-alert-notice-736]]"
